sampler_mode,runs,failed_runs,chsh_mean,chsh_stddev,abs_chsh_mean,abs_chsh_stddev,qber_mean,qber_stddev
classical_singlet_sampler,10,0,-2.82596,0.03625325119519934,2.82596,0.03625325119519934,0.0,0.0
qiskit,10,0,2.8345599999999997,0.025272347646302158,2.8345599999999997,0.025272347646302158,,
